"When it rains, I'm going to go out and see if it's okay.","follows, describe, host, format, animal, voice, core, radiation, purposes, planned, extensive, sign, understanding, containing","Wenn es regnet, werde ich rausgehen und sehen, ob es in Ordnung ist.","dadurch, mußten, Parteien, französischen, Trotz, wenigen, Publikum, Peter, Meinung, jedenfalls, hinaus, sowohl, verletzt, Lösung, Sohn"
"When it rains, I go up and go out.","integrated, interior, writings, wealth, together, noise, experiment, wild, reduction, none, rail","Wenn es regnet, gehe ich hoch und gehe raus.","Arzt, Kommunen, Arbeiter, verwenden, Ruf, Bauern, fragt, Schweden, westlichen, Abgeordneten"
"The weather's not perfect, so I'll try to stay out there.","captain, Hong, heavier, true, mere, at, segments, absorption, the, default, steady, normal","Das Wetter ist nicht perfekt, also werde ich versuchen, da draußen zu bleiben.","Franz, Gerhard, Änderungen, wirft, erfüllen, erreichte, Klage, rein, Beratung, freie, spät, Eröffnung, international, geradezu, eins, Zug, u."
"When it rains, I go to work.","interface, bound, sort, landing, to, decline, regularly, chief, drop, branch","Wenn es regnet, gehe ich zur Arbeit.","Werk, Gericht, internationalen, letzte, zweite, berichtet, Recht, anderem, Hälfte, Sache"
The weather is good.,"breaking, producers, racing, contributions, Portuguese",Das Wetter sieht auch super aus.,"Text, gehabt, Wagen, ähnlich, Kontrolle, Million, Norden, folgen"
"When I grow up, I want to be a part of that world.","accompanied, absence, attributed, e.g., for, specified, camera, landing, opposed, to, cancer, chief, interview, ordinary, responsibility","Wenn ich groß bin, möchte ich ein Teil dieser Welt sein.","Meter, Bild, Gruppe, Höhe, stellt, Juni, Familie, Bereich, Oktober, politischen, zum, acht, Frankreich"
"When I grow up, I want to be a good teacher.","old, be, administrative, representing, award, velocity, didn't, debt, affairs, Hitler, duties, references, falls, invasion, copy","Wenn ich groß bin, möchte ich Lehrer/in werden.","eigentlich, wer, Informationen, scheint, Stunden, politischen, vielleicht, Stuttgart, ließ, Meter, Grund"
"During summer, I like to get up early and have a beer.","jobs, in, landing, proteins, need, carrying, New, evolved, accompanied, yellow, for, ordinary, repeated, specified, Oxford",Im Sommer stehe ich gerne früh auf und trinke ein Bier.,"siehe, gespielt, Ärzte, möchten, zunehmend, Vertrieb, erheblich, genutzt, getroffen, starke, Händler, Ausbildung, beste, ermittelt"
I like to have a good time with my friends.,"morning, discussion, regularly, attributed, historians, vector, absence, specified, landing, classified, reign, repeated, for","Ich mag es, eine gute Zeit mit meinen Freunden zu haben.","Auge, Maria, Himmel, größeren, Finanzminister, früh, eindeutig, Dauer, Freude, Tor, Risiko, Fans, Nachbarn, entweder"
"When it rains, I will go to the beach.","discussion, City, point, responsibility, seek, landing, camera, interface, to, Arab, sort","Wenn es regnet, gehe ich an den Strand.","schwierigen, Bundestrainer, breit, gelöst, schlicht, Küche, Customizing, reagierte, wahren, maximal, Forum"
"The weather is getting hotter, so we're starting to get some heat.","falling, contribution, meters, receives, tons, medieval, volumes, ocean, rear, protocol, regardless, Norway, fellow, participants, threatened","Das Wetter wird heißer, also fangen wir an, etwas Wärme zu bekommen.","Festival, wohin, angeschlossen, lautete, deutet, Grunde, Fabrik, bekanntlich, Ausstellungen, Erbe, im, angeht, Films, stoßen"
"The weather was good, but the weather was not bad.","hypothesis, criticized, handle, switch, time, of, the, boundaries, at, murder, poem","Das Wetter war gut, aber das Wetter war nicht schlecht.","ähnlich, Verlust, gemeinsame, getötet, Start, vergessen, König, Museum, Wunsch, erster, Million, Schaden"
"In the morning, I usually go for a walk.","platform, rose, doctrine, department, wrong, magnitude, destruction, random, suffering",Morgens gehe ich meistens spazieren.,"unklar, gelöst, Perspektive, konzentrieren, Dame"
"In the morning, I usually have to go to the bathroom to pee.","faced, losing, vision, in, paintings, disk, copy, server, meat, front, bear, duties, of, affairs, measurement","Morgens muss ich meistens auf die Toilette, um zu pinkeln.","Konflikt, Teilen, Tore, prüfen, diskutiert, Einrichtungen, Regeln, starb, Anbieter, Vereinigung, unterdessen, zugeordnet"
My favorite food is the ones that make you feel good.,"hence, purchase, column, of, pitch, to, try, criticized, the, comic, web, as","Mein Lieblingsessen sind diejenigen, die dafür sorgen, dass du dich gut fühlst.","reichen, Leser, Jugend, Feuer, Energie, Generation, voller, Winter, Grad, Gelände, Niveau, regelmäßig, Bildung, Flughafen, zuständig, Spaß"
Where can I buy a beer at a beer shop?,"high, judges, dollars, Greece, composer, rice, marketing, transmitted, allies, sensitive, ask",Wo kann ich in einem Bierladen ein Bier kaufen?,"Freund, Beschäftigten, Leistung, Punkt, Thomas, droht, Million, vorher, Papier, A"
My mum is very much involved with her family.,"April, certain, always, England, described, present, lower, effect, October, months",Meine Mutter ist sehr in ihre Familie involviert.,"eigentlich, wissen, Grund, September, Oktober, Meter, vielleicht, künftig, ließ, Zukunft, gegeben"
My favorite food is the pork butt.,"Second, fifty, of, hills, insufficient, decorated, hero, behalf, the, century",Mein Lieblingsessen ist der Schweinekot.,"machte, Sprecher, Kunst, Seiten, europäischen, Trainer, Februar, Sein"
My favorite color is the black.,"varied, employment, accuracy, to, in, come, inhabitants, department, passengers",Meine Lieblingsfarbe ist das Schwarz.,"starten, Umsetzung, Dach, entwickelte, Aufnahme, meldete, Ton"
I feel happy when I see it again.,"creates, genre, remote, festival, kinds, partner, manager, reforms, aware","Ich bin glücklich, wenn ich es wieder sehe.","Kanzler, ums, Forschung, Engagement, verlieren, Gründe, Vorstellungen, befinden, Gott, Anleger, gesprochen"
"My mum is very proud, she's very proud.","monitor, dies, settle, on, Austrian, commentary, poor, consensus, lesser, contacts, threats, found","Meine Mutter ist sehr stolz, sie ist sehr stolz.","soziale, Punkt, droht, überall, Beziehungen, abgeschlossen, Thomas, Republik, Leistung, Freund, Erfahrung, ausschließlich"
"On weekends, I enjoy the occasional meal or two of a meal of a meal.","interaction, bill, be, indicates, percentage, hope, illegal, industries, purchased, notably, committee, sum, essentially, appeal, Germans, trained",Am Wochenende genieße ich die gelegentliche Mahlzeit oder zwei Mahlzeiten einer Mahlzeit.,"geworden, Zahl, weit, Partei, eher, Entwicklung, Präsident, derzeit, statt, Platz, Januar, einfach, Bonn, deutlich, je, oft, meisten"
My favorite color is the blue sky.,"surviving, made, more, manager, empire, controversial, restored, carrier, albums",Meine Lieblingsfarbe ist Blau.,"August, gute, jeden, welche, bislang, dürfen"
